User_ID,Age,Gender,Platform,Daily_Usage_Time,Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Emotion_Category,Platform_Category
665,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
666,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
667,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
668,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
669,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
670,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
671,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
672,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
673,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
674,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
675,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
676,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
677,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
678,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
679,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
680,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
681,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
682,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
683,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
684,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
685,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
686,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
687,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
688,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
689,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
690,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
691,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
692,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
693,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
694,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
695,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
696,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
697,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
698,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
699,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
700,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
701,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
702,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
703,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
704,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
705,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
706,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
707,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
708,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
709,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
710,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
711,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
712,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
713,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
714,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
715,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
716,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
717,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
718,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
719,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
720,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
721,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
722,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
723,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
724,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
725,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
726,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
727,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
728,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
729,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
730,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
731,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
732,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
733,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
734,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
735,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
736,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
737,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
738,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
739,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
740,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
741,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
742,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
743,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
744,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
745,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
746,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
747,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
748,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
749,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
750,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
751,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
752,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
753,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
754,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
755,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
756,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
757,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
758,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
759,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
760,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
761,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
762,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
763,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
764,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
765,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
766,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
767,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
768,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
769,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
770,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
771,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
772,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
773,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
774,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
775,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
776,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
777,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
778,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
779,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
780,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
781,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
782,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
783,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
784,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
785,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
786,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
787,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
788,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
789,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
790,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
791,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
792,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
793,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
794,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
795,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
796,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
797,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
798,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
799,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
800,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
801,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
802,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
803,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
804,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
805,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
806,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
807,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
808,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
809,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
810,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
811,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
812,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
813,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
814,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
815,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
816,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
817,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
818,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
819,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
820,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
821,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
822,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
823,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
824,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
825,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
826,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
827,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
828,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
829,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
830,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
831,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
832,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
833,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
834,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
835,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
836,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
837,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
838,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
839,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
840,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
841,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
842,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
843,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
844,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
845,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
846,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
847,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
848,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
849,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
850,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
851,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
852,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
853,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
854,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
855,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
856,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
857,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
858,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
859,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
860,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
861,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
862,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
863,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
864,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
865,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
866,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
867,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
868,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
869,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
870,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
871,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
872,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
873,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
874,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
875,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
876,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
877,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
878,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
879,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
880,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
881,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
882,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
883,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
884,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
885,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
886,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
887,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
888,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
889,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
890,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
891,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
892,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
893,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
894,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
895,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
896,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
897,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
898,35,Male,Whatsapp,110,3,50,25,25,Happiness,positive,Private Communication Platforms
899,28,Non-binary,Telegram,60,2,18,8,18,Anger,negative,Private Communication Platforms
900,27,Female,Snapchat,120,4,40,18,22,Neutral,neutral,Private Communication Platforms
901,25,Female,Instagram,120,5,50,20,25,Happiness,positive,Social Networking Platforms
902,30,Male,Twitter,90,4,30,20,22,Anger,negative,Hybrid Platforms
903,22,Non-binary,Facebook,60,2,20,10,15,Neutral,neutral,Social Networking Platforms
904,28,Female,Instagram,200,8,110,40,45,Anxiety,negative,Social Networking Platforms
905,33,Male,LinkedIn,45,1,10,5,12,Boredom,neutral,Hybrid Platforms
906,21,Male,Instagram,150,5,65,25,30,Happiness,positive,Social Networking Platforms
907,27,Female,Twitter,85,3,40,18,20,Anger,negative,Hybrid Platforms
908,24,Non-binary,Facebook,110,6,35,16,25,Sadness,negative,Social Networking Platforms
909,29,Female,LinkedIn,55,2,15,5,10,Neutral,neutral,Hybrid Platforms
910,31,Male,Instagram,170,7,90,35,40,Happiness,positive,Social Networking Platforms
911,23,Female,Twitter,75,4,45,20,25,Anxiety,negative,Hybrid Platforms
912,26,Non-binary,Facebook,95,3,30,14,18,Sadness,negative,Social Networking Platforms
913,34,Male,LinkedIn,65,1,14,6,15,Boredom,neutral,Hybrid Platforms
914,22,Female,Instagram,180,8,100,38,45,Happiness,positive,Social Networking Platforms
915,28,Male,Twitter,100,6,50,30,29,Anger,negative,Hybrid Platforms
916,21,Non-binary,Facebook,40,1,10,4,12,Neutral,neutral,Social Networking Platforms
917,35,Female,Instagram,125,5,65,22,28,Anxiety,negative,Social Networking Platforms
918,27,Male,Twitter,90,3,40,16,24,Sadness,negative,Hybrid Platforms
919,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,neutral,Hybrid Platforms
920,32,Female,Instagram,140,6,75,28,30,Happiness,positive,Social Networking Platforms
921,26,Male,Facebook,75,2,30,14,20,Anxiety,negative,Social Networking Platforms
922,24,Female,Twitter,105,4,35,20,23,Anger,negative,Hybrid Platforms
923,29,Male,LinkedIn,60,2,17,8,15,Boredom,neutral,Hybrid Platforms
924,33,Non-binary,Instagram,190,8,105,36,50,Happiness,positive,Social Networking Platforms
925,22,Female,Twitter,70,3,25,16,15,Sadness,negative,Hybrid Platforms
926,31,Male,Facebook,80,2,20,10,20,Neutral,neutral,Social Networking Platforms
927,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,negative,Hybrid Platforms
928,25,Female,Instagram,160,6,85,26,30,Happiness,positive,Social Networking Platforms
929,30,Male,Twitter,90,4,43,19,24,Anger,negative,Hybrid Platforms
930,26,Non-binary,Facebook,45,1,8,4,12,Sadness,negative,Social Networking Platforms
931,34,Female,LinkedIn,65,2,17,5,14,Boredom,neutral,Hybrid Platforms
932,28,Male,Instagram,145,7,80,30,35,Happiness,positive,Social Networking Platforms
933,23,Non-binary,Twitter,70,3,30,14,18,Neutral,neutral,Hybrid Platforms
934,21,Female,Instagram,130,6,95,22,28,Sadness,negative,Social Networking Platforms
935,29,Male,Facebook,65,2,27,11,22,Anxiety,negative,Social Networking Platforms
936,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,neutral,Hybrid Platforms
937,33,Female,Instagram,170,7,95,30,38,Happiness,positive,Social Networking Platforms
938,27,Male,Twitter,85,4,45,18,24,Anger,negative,Hybrid Platforms
939,22,Female,Instagram,115,3,60,17,30,Neutral,neutral,Social Networking Platforms
940,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,negative,Social Networking Platforms
941,31,Male,LinkedIn,45,1,9,4,10,Sadness,negative,Hybrid Platforms
942,25,Female,Instagram,150,6,90,26,30,Happiness,positive,Social Networking Platforms
943,29,Male,Twitter,95,4,50,22,22,Anger,negative,Hybrid Platforms
944,23,Non-binary,Facebook,105,2,25,12,18,Neutral,neutral,Social Networking Platforms
945,35,Female,LinkedIn,60,1,15,7,14,Boredom,neutral,Hybrid Platforms
946,30,Male,Instagram,175,7,100,33,38,Happiness,positive,Social Networking Platforms
947,21,Female,Twitter,90,3,37,14,20,Sadness,negative,Hybrid Platforms
948,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,negative,Social Networking Platforms
949,32,Male,Instagram,130,5,80,28,31,Neutral,neutral,Social Networking Platforms
950,28,Female,LinkedIn,55,1,12,6,10,Boredom,neutral,Hybrid Platforms
951,27,Male,Instagram,165,6,85,30,28,Happiness,positive,Social Networking Platforms
952,24,Female,Twitter,75,3,33,18,19,Anger,negative,Hybrid Platforms
953,29,Non-binary,Facebook,85,2,27,9,20,Neutral,neutral,Social Networking Platforms
954,33,Female,Instagram,145,4,65,23,35,Sadness,negative,Social Networking Platforms
955,31,Male,LinkedIn,60,1,15,7,17,Anxiety,negative,Hybrid Platforms
956,22,Female,Whatsapp,70,2,42,10,21,Anxiety,negative,Private Communication Platforms
957,25,Male,Telegram,90,3,22,11,22,Boredom,neutral,Private Communication Platforms
958,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,negative,Private Communication Platforms
959,28,Female,Twitter,95,4,48,22,25,Happiness,positive,Hybrid Platforms
960,27,Male,Facebook,60,1,12,5,15,Boredom,neutral,Social Networking Platforms
961,30,Female,Instagram,175,6,72,30,33,Happiness,positive,Social Networking Platforms
962,23,Male,Whatsapp,70,3,22,10,18,Anger,negative,Private Communication Platforms
963,34,Non-binary,Telegram,80,2,21,8,20,Neutral,neutral,Private Communication Platforms
964,26,Female,Snapchat,120,4,55,18,30,Anxiety,negative,Private Communication Platforms
965,25,Male,Twitter,90,6,42,14,26,Sadness,negative,Hybrid Platforms
966,29,Non-binary,Facebook,60,1,12,4,12,Boredom,neutral,Social Networking Platforms
967,28,Male,Instagram,165,5,78,23,35,Happiness,positive,Social Networking Platforms
968,31,Female,Whatsapp,65,2,27,10,20,Neutral,neutral,Private Communication Platforms
969,27,Male,Telegram,105,3,48,20,28,Anxiety,negative,Private Communication Platforms
970,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,negative,Private Communication Platforms
971,24,Female,Instagram,140,4,65,22,30,Happiness,positive,Social Networking Platforms
972,35,Male,Twitter,70,1,13,8,10,Boredom,neutral,Hybrid Platforms
973,21,Non-binary,Facebook,55,3,17,7,12,Neutral,neutral,Social Networking Platforms
974,29,Female,Whatsapp,90,2,24,12,22,Anger,negative,Private Communication Platforms
975,25,Male,Telegram,80,4,30,13,25,Neutral,neutral,Private Communication Platforms
976,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,negative,Private Communication Platforms
977,32,Female,Instagram,155,6,75,25,38,Happiness,positive,Social Networking Platforms
978,26,Male,Twitter,75,2,23,12,18,Sadness,negative,Hybrid Platforms
979,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,negative,Social Networking Platforms
980,27,Female,Whatsapp,90,4,37,18,20,Neutral,neutral,Private Communication Platforms
981,31,Male,Telegram,50,2,20,10,12,Sadness,negative,Private Communication Platforms
982,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,positive,Private Communication Platforms
983,34,Female,Instagram,120,5,60,25,25,Anger,negative,Social Networking Platforms
984,22,Male,Twitter,70,1,22,7,22,Neutral,neutral,Hybrid Platforms
985,29,Non-binary,Facebook,75,2,20,8,20,Boredom,neutral,Social Networking Platforms
986,28,Female,Whatsapp,100,4,37,14,26,Anxiety,negative,Private Communication Platforms
987,31,Male,Telegram,85,3,45,20,28,Sadness,negative,Private Communication Platforms
988,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,neutral,Private Communication Platforms
989,25,Female,Instagram,170,6,83,30,33,Happiness,positive,Social Networking Platforms
990,30,Male,Twitter,70,2,30,12,20,Anxiety,negative,Hybrid Platforms
991,27,Non-binary,Facebook,50,1,10,4,10,Boredom,neutral,Social Networking Platforms
992,32,Female,Whatsapp,105,4,55,25,25,Anger,negative,Private Communication Platforms
993,24,Male,Telegram,75,3,37,16,22,Neutral,neutral,Private Communication Platforms
994,29,Female,Snapchat,95,2,23,10,28,Sadness,negative,Private Communication Platforms
995,26,Male,Instagram,150,5,70,25,30,Anxiety,negative,Social Networking Platforms
996,33,Non-binary,Twitter,85,4,35,18,18,Boredom,neutral,Hybrid Platforms
997,22,Female,Facebook,70,1,14,6,10,Neutral,neutral,Social Networking Platforms
